"function evaluation" "noise-free fitness - Fopt (-1.520400000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.779046660e+01 +1.779046660e+01 -1.342495334e+02 -1.342495334e+02 +3.7434e+00 +2.7300e+00
5 +8.379899918e+00 +8.379899918e+00 -1.436601001e+02 -1.436601001e+02 +1.8413e+00 +3.4074e+00
9 +2.995799954e+00 +2.995799954e+00 -1.490442000e+02 -1.490442000e+02 +1.3353e+00 +7.6997e-01
31 +5.993873002e-01 +5.993873002e-01 -1.514406127e+02 -1.514406127e+02 -7.9842e-01 +8.6081e-01
57 +1.272983573e-01 +1.272983573e-01 -1.519127016e+02 -1.519127016e+02 +7.2066e-02 +1.3136e+00
199 +3.018471595e-02 +3.018471595e-02 -1.520098153e+02 -1.520098153e+02 -1.3498e-01 +1.3113e+00
828 +1.652108646e-02 +1.652108646e-02 -1.520234789e+02 -1.520234789e+02 -3.0920e-01 +1.3025e+00
"function evaluation" "noise-free fitness - Fopt (-2.525000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.149635656e+01 +2.149635656e+01 -3.753643437e+00 -3.753643437e+00 -8.2840e-01 -6.9065e-01
2 +9.508043586e-01 +9.508043586e-01 -2.429919564e+01 -2.429919564e+01 +3.8084e+00 -3.2041e-01
44 +3.200107913e-01 +3.200107913e-01 -2.492998921e+01 -2.492998921e+01 +3.9032e+00 +1.4879e-01
78 +1.813377328e-01 +1.813377328e-01 -2.506866227e+01 -2.506866227e+01 +3.9353e+00 +3.5523e-01
128 +1.075574622e-01 +1.075574622e-01 -2.514244254e+01 -2.514244254e+01 +3.6540e+00 +3.0965e-01
458 +4.298652526e-02 +4.298652526e-02 -2.520701347e+01 -2.520701347e+01 +3.7094e+00 +4.5094e-01
557 +2.872150324e-02 +2.872150324e-02 -2.522127850e+01 -2.522127850e+01 +3.7736e+00 +5.7696e-01
"function evaluation" "noise-free fitness - Fopt (-2.017200000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.531260626e+01 +2.531260626e+01 -1.764073937e+02 -1.764073937e+02 -3.0963e+00 +1.8384e+00
4 +1.816868643e+00 +1.816868643e+00 -1.999031314e+02 -1.999031314e+02 -1.7176e-01 -3.4123e+00
20 +1.287114028e+00 +1.287114028e+00 -2.004328860e+02 -2.004328860e+02 -1.9362e+00 -1.8949e+00
22 +6.788162924e-01 +6.788162924e-01 -2.010411837e+02 -2.010411837e+02 -6.0513e-01 -3.0218e+00
47 +3.898322703e-01 +3.898322703e-01 -2.013301677e+02 -2.013301677e+02 -1.7527e+00 -3.4344e+00
100 +1.863910954e-01 +1.863910954e-01 -2.015336089e+02 -2.015336089e+02 -1.0160e+00 -3.0556e+00
249 +8.074753591e-02 +8.074753591e-02 -2.016392525e+02 -2.016392525e+02 -1.3628e+00 -2.6274e+00
603 +4.535271772e-02 +4.535271772e-02 -2.016746473e+02 -2.016746473e+02 -1.4345e+00 -3.1181e+00
719 +3.396207749e-02 +3.396207749e-02 -2.016860379e+02 -2.016860379e+02 -1.2552e+00 -2.9865e+00
"function evaluation" "noise-free fitness - Fopt (-1.000000000000e+03)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +6.752356631e+00 +6.752356631e+00 -9.932476434e+02 -9.932476434e+02 -9.8995e-02 +2.8264e+00
2 +4.194429602e+00 +4.194429602e+00 -9.958055704e+02 -9.958055704e+02 -1.1418e+00 +1.9773e+00
7 +2.183050974e-01 +2.183050974e-01 -9.997816949e+02 -9.997816949e+02 -8.6523e-02 -2.3913e-01
159 +1.293427822e-01 +1.293427822e-01 -9.998706572e+02 -9.998706572e+02 +2.4872e-01 +3.8090e-01
186 +3.636347542e-02 +3.636347542e-02 -9.999636365e+02 -9.999636365e+02 -1.2246e-01 +4.2856e-02
598 +6.754609248e-03 +6.754609248e-03 -9.999932454e+02 -9.999932454e+02 -6.2327e-02 +1.4710e-01
"function evaluation" "noise-free fitness - Fopt (-4.290000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +7.748471773e+01 +7.748471773e+01 +3.458471773e+01 +3.458471773e+01 -3.5882e+00 -3.8004e+00
2 +1.016664370e+01 +1.016664370e+01 -3.273335630e+01 -3.273335630e+01 -4.6404e-01 +1.6681e+00
5 +9.333613170e+00 +9.333613170e+00 -3.356638683e+01 -3.356638683e+01 -4.0517e-01 +2.1042e+00
6 +4.237961895e+00 +4.237961895e+00 -3.866203811e+01 -3.866203811e+01 +1.6934e+00 +5.9542e-01
8 +2.030290802e+00 +2.030290802e+00 -4.086970920e+01 -4.086970920e+01 +1.3758e+00 +1.7562e+00
18 +8.903958932e-01 +8.903958932e-01 -4.200960411e+01 -4.200960411e+01 +3.5735e+00 +2.3532e+00
39 +1.968700112e-01 +1.968700112e-01 -4.270312999e+01 -4.270312999e+01 +3.0765e+00 +2.4333e+00
55 +3.908373586e-02 +3.908373586e-02 -4.286091626e+01 -4.286091626e+01 +2.7515e+00 +2.5853e+00
83 +1.656683722e-02 +1.656683722e-02 -4.288343316e+01 -4.288343316e+01 +2.7292e+00 +2.5125e+00
491 +4.458233231e-03 +4.458233231e-03 -4.289554177e+01 -4.289554177e+01 +2.6039e+00 +2.4874e+00
"function evaluation" "noise-free fitness - Fopt (-1.013200000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.607791428e+01 +2.607791428e+01 -7.524208572e+01 -7.524208572e+01 -3.5187e-01 -1.9225e+00
3 +6.681140033e+00 +6.681140033e+00 -9.463885997e+01 -9.463885997e+01 +1.3680e-01 +6.9424e-01
7 +2.648691125e+00 +2.648691125e+00 -9.867130887e+01 -9.867130887e+01 +2.8975e+00 +1.6566e+00
9 +2.469489230e+00 +2.469489230e+00 -9.885051077e+01 -9.885051077e+01 +3.1480e+00 +2.1523e+00
43 +1.062704326e-01 +1.062704326e-01 -1.012137296e+02 -1.012137296e+02 +1.9168e+00 +2.9957e+00
735 +6.907388263e-02 +6.907388263e-02 -1.012509261e+02 -1.012509261e+02 +1.9550e+00 +2.8042e+00
931 +4.582290324e-02 +4.582290324e-02 -1.012741771e+02 -1.012741771e+02 +1.7150e+00 +2.9685e+00
"function evaluation" "noise-free fitness - Fopt (3.650000000000e+00)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +3.204726074e+00 +3.204726074e+00 +6.854726074e+00 +6.854726074e+00 +1.5104e+00 -5.0045e-01
13 +2.507486135e+00 +2.507486135e+00 +6.157486135e+00 +6.157486135e+00 +1.5218e-01 -4.2832e-01
25 +8.493986136e-01 +8.493986136e-01 +4.499398614e+00 +4.499398614e+00 -1.5546e-01 -2.6279e+00
34 +5.247604161e-01 +5.247604161e-01 +4.174760416e+00 +4.174760416e+00 +1.2183e+00 -2.0008e+00
80 +3.675731919e-01 +3.675731919e-01 +4.017573192e+00 +4.017573192e+00 -1.7916e-02 -2.2986e+00
163 +2.040648992e-01 +2.040648992e-01 +3.854064899e+00 +3.854064899e+00 +4.2244e-01 -2.4204e+00
275 +6.180292098e-02 +6.180292098e-02 +3.711802921e+00 +3.711802921e+00 +4.2980e-01 -1.7343e+00
398 +1.784964418e-02 +1.784964418e-02 +3.667849644e+00 +3.667849644e+00 +5.8855e-01 -1.8796e+00
"function evaluation" "noise-free fitness - Fopt (2.205300000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.341559488e+01 +1.341559488e+01 +2.339455949e+02 +2.339455949e+02 +1.5104e+00 -5.0045e-01
3 +6.552896170e+00 +6.552896170e+00 +2.270828962e+02 +2.270828962e+02 +4.3955e-01 -3.7323e+00
8 +4.981523062e+00 +4.981523062e+00 +2.255115231e+02 +2.255115231e+02 +3.1205e+00 -1.6195e+00
12 +1.233945861e+00 +1.233945861e+00 +2.217639459e+02 +2.217639459e+02 +1.9423e+00 -3.4988e+00
14 +2.092354125e-01 +2.092354125e-01 +2.207392354e+02 +2.207392354e+02 +3.3665e+00 -3.5786e+00
15 +3.181102993e-02 +3.181102993e-02 +2.205618110e+02 +2.205618110e+02 +2.8382e+00 -3.7664e+00
125 +2.170208536e-02 +2.170208536e-02 +2.205517021e+02 +2.205517021e+02 +2.9504e+00 -3.7082e+00
367 +2.145261233e-04 +2.145261233e-04 +2.205302145e+02 +2.205302145e+02 +2.9899e+00 -3.8351e+00
"function evaluation" "noise-free fitness - Fopt (4.212900000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.107611046e+01 +1.107611046e+01 +4.323661105e+02 +4.323661105e+02 -1.9563e+00 +6.4425e-01
11 +2.959579053e+00 +2.959579053e+00 +4.242495791e+02 +4.242495791e+02 -2.2682e+00 +2.9616e+00
17 +1.660247512e+00 +1.660247512e+00 +4.229502475e+02 +4.229502475e+02 -3.0263e+00 +2.4118e+00
28 +3.082653173e-01 +3.082653173e-01 +4.215982653e+02 +4.215982653e+02 -3.4348e+00 +3.5041e+00
57 +9.648971910e-02 +9.648971910e-02 +4.213864897e+02 +4.213864897e+02 -3.7730e+00 +3.5592e+00
809 +4.558940213e-02 +4.558940213e-02 +4.213355894e+02 +4.213355894e+02 -3.8519e+00 +3.4941e+00
942 +2.289698015e-02 +2.289698015e-02 +4.213128970e+02 +4.213128970e+02 -3.9951e+00 +3.4519e+00
"function evaluation" "noise-free fitness - Fopt (-7.900000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.190231666e+01 +1.190231666e+01 -6.709768334e+01 -6.709768334e+01 -1.7455e-01 +3.0805e+00
5 +8.134245204e+00 +8.134245204e+00 -7.086575480e+01 -7.086575480e+01 -1.9691e-01 +1.0969e+00
8 +4.359397772e+00 +4.359397772e+00 -7.464060223e+01 -7.464060223e+01 -3.2034e+00 +3.2533e+00
9 +3.516278201e+00 +3.516278201e+00 -7.548372180e+01 -7.548372180e+01 -3.4112e+00 -6.6846e-01
30 +8.328043571e-01 +8.328043571e-01 -7.816719564e+01 -7.816719564e+01 -2.6722e+00 +2.0028e+00
58 +3.483137346e-01 +3.483137346e-01 -7.865168627e+01 -7.865168627e+01 -2.4923e+00 +9.7229e-01
59 +1.454967729e-01 +1.454967729e-01 -7.885450323e+01 -7.885450323e+01 -3.3224e+00 +1.4362e+00
465 +6.222723514e-02 +6.222723514e-02 -7.893777276e+01 -7.893777276e+01 -3.2487e+00 +1.0231e+00
"function evaluation" "noise-free fitness - Fopt (-4.133000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.234141291e+00 +2.234141291e+00 -3.909585871e+01 -3.909585871e+01 +5.9185e-01 -2.9371e+00
27 +6.045613725e-02 +6.045613725e-02 -4.126954386e+01 -4.126954386e+01 +5.9384e-01 -1.6508e+00
61 +2.780416338e-02 +2.780416338e-02 -4.130219584e+01 -4.130219584e+01 +2.8702e-01 -1.4562e+00
377 +1.233570932e-02 +1.233570932e-02 -4.131766429e+01 -4.131766429e+01 +4.4562e-01 -1.3380e+00
"function evaluation" "noise-free fitness - Fopt (2.127500000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.267740607e+01 +2.267740607e+01 +2.354274061e+02 +2.354274061e+02 -2.2704e+00 +1.8195e+00
4 +6.186557201e+00 +6.186557201e+00 +2.189365572e+02 +2.189365572e+02 -3.8059e+00 -1.8592e-01
7 +1.949154837e-01 +1.949154837e-01 +2.129449155e+02 +2.129449155e+02 -3.6428e+00 -3.0624e+00
47 +1.065610487e-01 +1.065610487e-01 +2.128565610e+02 +2.128565610e+02 -3.9136e+00 -2.3525e+00
811 +3.272070219e-02 +3.272070219e-02 +2.127827207e+02 +2.127827207e+02 -3.9341e+00 -2.8331e+00
"function evaluation" "noise-free fitness - Fopt (6.480000000000e+00)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +5.000473243e+00 +5.000473243e+00 +1.148047324e+01 +1.148047324e+01 +1.5714e+00 +1.4930e-01
13 +1.198374207e+00 +1.198374207e+00 +7.678374207e+00 +7.678374207e+00 +1.7957e+00 -1.3088e+00
15 +8.103748887e-01 +8.103748887e-01 +7.290374889e+00 +7.290374889e+00 +3.2199e+00 -2.5133e+00
20 +1.258973060e-01 +1.258973060e-01 +6.605897306e+00 +6.605897306e+00 +3.1639e+00 -1.7711e+00
186 +6.608399614e-02 +6.608399614e-02 +6.546083996e+00 +6.546083996e+00 +2.5637e+00 -1.6528e+00
271 +5.178906505e-02 +5.178906505e-02 +6.531789065e+00 +6.531789065e+00 +2.9471e+00 -1.8945e+00
506 +3.030916690e-02 +3.030916690e-02 +6.510309167e+00 +6.510309167e+00 +2.6550e+00 -1.6396e+00
"function evaluation" "noise-free fitness - Fopt (-2.995100000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +5.434582224e+01 +5.434582224e+01 -2.451641778e+02 -2.451641778e+02 -3.0114e+00 +2.1028e+00
3 +2.654484432e+01 +2.654484432e+01 -2.729651557e+02 -2.729651557e+02 +3.6338e+00 +1.3520e+00
5 +1.966011342e+01 +1.966011342e+01 -2.798498866e+02 -2.798498866e+02 +1.3598e+00 +9.4165e-01
10 +6.394405182e+00 +6.394405182e+00 -2.931155948e+02 -2.931155948e+02 +2.1358e+00 -9.6039e-01
11 +4.553341241e+00 +4.553341241e+00 -2.949566588e+02 -2.949566588e+02 +3.8957e+00 -2.9912e+00
14 +1.870492216e-02 +1.870492216e-02 -2.994912951e+02 -2.994912951e+02 +1.8193e+00 -3.6055e+00
848 +1.514616815e-02 +1.514616815e-02 -2.994948538e+02 -2.994948538e+02 +1.9374e+00 -3.4484e+00
"function evaluation" "noise-free fitness - Fopt (1.653000000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.861045904e+01 +1.861045904e+01 +1.839104590e+02 +1.839104590e+02 +2.3604e-01 -2.4926e+00
2 +7.088079046e+00 +7.088079046e+00 +1.723880790e+02 +1.723880790e+02 -1.4174e+00 -2.2572e+00
6 +6.291848578e+00 +6.291848578e+00 +1.715918486e+02 +1.715918486e+02 -2.1240e+00 -3.1273e+00
18 +1.789527089e+00 +1.789527089e+00 +1.670895271e+02 +1.670895271e+02 -2.6007e+00 -1.2988e+00
27 +1.052770305e+00 +1.052770305e+00 +1.663527703e+02 +1.663527703e+02 -3.7173e+00 -2.3946e+00
61 +8.570845406e-01 +8.570845406e-01 +1.661570845e+02 +1.661570845e+02 -3.0167e+00 -1.2761e+00
105 +2.051731960e-02 +2.051731960e-02 +1.653205173e+02 +1.653205173e+02 -3.8259e+00 -1.4846e+00
299 +5.510576929e-03 +5.510576929e-03 +1.653055106e+02 +1.653055106e+02 -3.8967e+00 -1.4555e+00
"function evaluation" "noise-free fitness - Fopt (-1.737100000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.018531751e+01 +2.018531751e+01 -1.535246825e+02 -1.535246825e+02 +3.4829e+00 +2.7851e+00
3 +3.279250182e+00 +3.279250182e+00 -1.704307498e+02 -1.704307498e+02 -4.5947e-01 -1.5556e+00
20 +2.706347436e-01 +2.706347436e-01 -1.734393653e+02 -1.734393653e+02 +8.3743e-01 -9.1390e-01
77 +6.931567350e-02 +6.931567350e-02 -1.736406843e+02 -1.736406843e+02 +1.0795e+00 -1.0065e+00
317 +3.731791016e-03 +3.731791016e-03 -1.737062682e+02 -1.737062682e+02 +1.3568e+00 -1.1747e+00
"function evaluation" "noise-free fitness - Fopt (5.694000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.601306124e+01 +1.601306124e+01 +7.295306124e+01 +7.295306124e+01 -3.0963e+00 +1.8384e+00
4 +4.047317418e+00 +4.047317418e+00 +6.098731742e+01 +6.098731742e+01 -1.7176e-01 -3.4123e+00
6 +2.805129439e+00 +2.805129439e+00 +5.974512944e+01 +5.974512944e+01 -3.1600e-01 -2.9839e-01
10 +1.527569518e+00 +1.527569518e+00 +5.846756952e+01 +5.846756952e+01 -1.4952e+00 -4.9436e-01
20 +5.355313453e-01 +5.355313453e-01 +5.747553135e+01 +5.747553135e+01 -1.9362e+00 -1.8949e+00
30 +2.185417040e-01 +2.185417040e-01 +5.715854170e+01 +5.715854170e+01 -1.6168e+00 -1.4385e+00
62 +1.498528521e-02 +1.498528521e-02 +5.695498529e+01 +5.695498529e+01 -1.2675e+00 -1.5849e+00
"function evaluation" "noise-free fitness - Fopt (-1.336400000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +4.889861437e+01 +4.889861437e+01 -8.474138563e+01 -8.474138563e+01 -1.6108e+00 -1.4667e+00
2 +1.226950959e+00 +1.226950959e+00 -1.324130490e+02 -1.324130490e+02 +2.3831e+00 +2.8558e+00
4 +5.267485242e-01 +5.267485242e-01 -1.331132515e+02 -1.331132515e+02 +2.9676e+00 +2.9562e+00
15 +1.495656801e-01 +1.495656801e-01 -1.334904343e+02 -1.334904343e+02 +3.3604e+00 +3.3389e+00
638 +6.053988676e-02 +6.053988676e-02 -1.335794601e+02 -1.335794601e+02 +3.3706e+00 +3.7577e+00
"function evaluation" "noise-free fitness - Fopt (-5.780000000000e+00)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.285259844e+01 +1.285259844e+01 +7.072598441e+00 +7.072598441e+00 +1.0854e+00 -1.0293e+00
4 +2.544441378e+00 +2.544441378e+00 -3.235558622e+00 -3.235558622e+00 -1.8715e+00 -3.6006e+00
14 +6.232657023e-01 +6.232657023e-01 -5.156734298e+00 -5.156734298e+00 -3.1093e+00 -2.2676e+00
175 +1.945977267e-01 +1.945977267e-01 -5.585402273e+00 -5.585402273e+00 -2.0291e+00 -2.3865e+00
197 +1.210015125e-01 +1.210015125e-01 -5.658998488e+00 -5.658998488e+00 -2.2161e+00 -2.4006e+00
243 +2.829882583e-02 +2.829882583e-02 -5.751701174e+00 -5.751701174e+00 -2.2714e+00 -1.9247e+00
748 +6.611889879e-03 +6.611889879e-03 -5.773388110e+00 -5.773388110e+00 -2.3424e+00 -1.9955e+00
"function evaluation" "noise-free fitness - Fopt (4.996000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +5.650699854e+00 +5.650699854e+00 +5.561069985e+01 +5.561069985e+01 +8.3736e-01 +1.9879e+00
2 +3.886943460e+00 +3.886943460e+00 +5.384694346e+01 +5.384694346e+01 -2.7943e+00 +3.1059e+00
10 +1.455700901e+00 +1.455700901e+00 +5.141570090e+01 +5.141570090e+01 -2.1976e+00 +2.6015e+00
18 +3.793136560e-01 +3.793136560e-01 +5.033931366e+01 +5.033931366e+01 -1.8789e+00 +2.1033e+00
67 +2.537680540e-03 +2.537680540e-03 +4.996253768e+01 +4.996253768e+01 -1.5068e+00 +1.5601e+00
"function evaluation" "noise-free fitness - Fopt (-1.266700000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.561072853e+01 +1.561072853e+01 -1.110592715e+02 -1.110592715e+02 +1.5104e+00 -5.0045e-01
4 +3.029883799e+00 +3.029883799e+00 -1.236401162e+02 -1.236401162e+02 -2.6136e+00 +1.9691e+00
42 +1.729675906e+00 +1.729675906e+00 -1.249403241e+02 -1.249403241e+02 -1.1106e+00 +6.2577e-01
43 +1.057475723e+00 +1.057475723e+00 -1.256125243e+02 -1.256125243e+02 -1.8687e+00 -6.5252e-01
92 +6.981568551e-01 +6.981568551e-01 -1.259718431e+02 -1.259718431e+02 -1.8293e+00 -3.9177e-01
105 +4.707917146e-01 +4.707917146e-01 -1.261992083e+02 -1.261992083e+02 -1.6877e+00 +1.6986e-01
220 +1.806749203e-01 +1.806749203e-01 -1.264893251e+02 -1.264893251e+02 -2.7127e+00 -5.2592e-03
623 +1.545769678e-01 +1.545769678e-01 -1.265154230e+02 -1.265154230e+02 -2.1440e+00 -7.6400e-02
638 +2.411892212e-03 +2.411892212e-03 -1.266675881e+02 -1.266675881e+02 -2.4038e+00 +2.1032e-01
"function evaluation" "noise-free fitness - Fopt (7.427000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.390443436e+01 +2.390443436e+01 +9.817443436e+01 +9.817443436e+01 -2.7825e+00 +3.4577e+00
3 +1.227810616e+01 +1.227810616e+01 +8.654810616e+01 +8.654810616e+01 +2.1923e+00 -1.4779e+00
4 +5.157809857e+00 +5.157809857e+00 +7.942780986e+01 +7.942780986e+01 +9.6454e-01 -1.3630e+00
6 +2.347093035e+00 +2.347093035e+00 +7.661709303e+01 +7.661709303e+01 -2.6222e+00 -4.2641e-01
11 +7.795877710e-02 +7.795877710e-02 +7.434795878e+01 +7.434795878e+01 -1.0249e+00 -1.1587e+00
148 +3.790101765e-02 +3.790101765e-02 +7.430790102e+01 +7.430790102e+01 -1.4700e+00 -1.1053e+00
186 +1.671927379e-03 +1.671927379e-03 +7.427167193e+01 +7.427167193e+01 -1.3356e+00 -1.1801e+00
"function evaluation" "noise-free fitness - Fopt (-1.227000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +3.164744491e+01 +3.164744491e+01 +1.937744491e+01 +1.937744491e+01 -1.6108e+00 -1.4667e+00
6 +4.143112783e-01 +4.143112783e-01 -1.185568872e+01 -1.185568872e+01 +3.5840e+00 -2.6676e+00
70 +2.298158762e-01 +2.298158762e-01 -1.204018412e+01 -1.204018412e+01 +3.6345e+00 -3.7729e+00
137 +9.797859425e-02 +9.797859425e-02 -1.217202141e+01 -1.217202141e+01 +3.9965e+00 -3.4205e+00
193 +2.092320278e-02 +2.092320278e-02 -1.224907680e+01 -1.224907680e+01 +3.5635e+00 -3.2926e+00
780 +1.245803191e-02 +1.245803191e-02 -1.225754197e+01 -1.225754197e+01 +3.7127e+00 -3.4107e+00
"function evaluation" "noise-free fitness - Fopt (-8.140000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +2.983596843e+01 +2.983596843e+01 -5.156403157e+01 -5.156403157e+01 -2.7825e+00 +3.4577e+00
2 +1.781285667e+01 +1.781285667e+01 -6.358714333e+01 -6.358714333e+01 +2.7931e+00 -3.8929e+00
3 +3.028904334e+00 +3.028904334e+00 -7.837109567e+01 -7.837109567e+01 +2.1923e+00 -1.4779e+00
14 +1.253686760e+00 +1.253686760e+00 -8.014631324e+01 -8.014631324e+01 +8.2300e-01 -7.0042e-01
26 +3.887917531e-01 +3.887917531e-01 -8.101120825e+01 -8.101120825e+01 +9.5610e-01 -1.5118e-02
35 +7.156090234e-02 +7.156090234e-02 -8.132843910e+01 -8.132843910e+01 +1.7338e+00 +3.4587e-01
74 +5.590368244e-02 +5.590368244e-02 -8.134409632e+01 -8.134409632e+01 +1.4300e+00 +3.4119e-01
265 +3.950207301e-02 +3.950207301e-02 -8.136049793e+01 -8.136049793e+01 +1.7539e+00 +1.8305e-01
642 +1.380395085e-02 +1.380395085e-02 -8.138619605e+01 -8.138619605e+01 +1.4856e+00 +5.1592e-02
"function evaluation" "noise-free fitness - Fopt (-2.073900000000e+02)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +1.497772261e+01 +1.497772261e+01 -1.924122774e+02 -1.924122774e+02 +2.3604e-01 -2.4926e+00
2 +5.787726089e+00 +5.787726089e+00 -2.016022739e+02 -2.016022739e+02 -1.4174e+00 -2.2572e+00
17 +2.510946671e+00 +2.510946671e+00 -2.048790533e+02 -2.048790533e+02 -1.8498e+00 +4.1393e-01
18 +8.239283890e-01 +8.239283890e-01 -2.065660716e+02 -2.065660716e+02 -2.6007e+00 -1.2988e+00
61 +5.399947629e-01 +5.399947629e-01 -2.068500052e+02 -2.068500052e+02 -3.0167e+00 -1.2761e+00
71 +3.338226897e-02 +3.338226897e-02 -2.073566177e+02 -2.073566177e+02 -3.1904e+00 -7.1109e-01
446 +1.002092571e-02 +1.002092571e-02 -2.073799791e+02 -2.073799791e+02 -3.0736e+00 -6.4061e-01
"function evaluation" "noise-free fitness - Fopt (-9.524000000000e+01)" "best noise-free fitness - Fopt" "measured fitness" "best measured fitness" "x1" "x2"
1 +7.117655515e+00 +7.117655515e+00 -8.812234448e+01 -8.812234448e+01 +9.7397e-01 +3.0621e+00
3 +4.211474327e+00 +4.211474327e+00 -9.102852567e+01 -9.102852567e+01 +4.9678e-01 -4.7916e-01
19 +1.720571873e+00 +1.720571873e+00 -9.351942813e+01 -9.351942813e+01 +3.4437e+00 +3.1190e-01
31 +7.442198227e-01 +7.442198227e-01 -9.449578018e+01 -9.449578018e+01 +3.0419e+00 +5.7479e-01
32 +2.986783851e-01 +2.986783851e-01 -9.494132161e+01 -9.494132161e+01 +1.7131e+00 +9.5891e-01
